free_text,label_id,dataset
"cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph",1,vihsd
"""long nguyễn tưởng startup hay vl""",0,vlsp
buồn thật sự,0,vihsd
"buồn thực sự , mãi không được làm fan cứng",0,vihsd
"cc gì zậy ô già , để cho mấy đứa nó ngủ coi",1,vihsd
bích thoa vậy là hử khói việt nam rồi,0,vihsd
nghe rất hư trúc nhưng lại mộ dung phục,0,vihsd
thiếu 120 triệu ko trả,0,vihsd
game dễ,0,vihsd
thầy thì kinh rồi ráng làm giáo án popy sách phép là ok,0,vihsd
"""hoa rơi cửa phật vạn vật tuỳ link sáng đi chùa tối đi khách""",0,vlsp
"""hồ thị kim chii cố lên tin sẽ thành ma men""",0,vlsp
chế độ 2 người 1 máy cường 7 núi cầm chuột còn anh ba cầm miếng lót chuột :))),0,vihsd
cú r làm ướt mẹ nó cái quần....,0,vihsd
"""thích cgai chủ động vl""",0,vlsp
phương thảo chắc để đi vệ sinh cho tịn đó mà,0,vihsd
"""thg đó khỏe vl""",0,vlsp
"""mình thông số sản phẩm và giá""",0,vlsp
người mù =)),0,vihsd
"""việt nam nữ nữ nữ nữ""",0,vlsp
st 12h 12 triệu view,0,vihsd
giáo án của thầy nè :v,0,vihsd
mời cô hòe ăn cơm hay s ấy mà nghe ra mời con mèo ăn cơm,0,vihsd
"khiêm tốn quá rồi a ơi.sau này nhỡ thành tùng sói mtp thì sao.., khỏi cần stream . đóng quảng cáo đc rồi. hihi cố lên a. reafun núm bỏ oằn",0,vihsd
"""ai thật sự cần thì đọc nhé chuyện là thế này người thân bị viêm xoang nặng tận năm chữa bạch mai thu cúc rồi vào tận mấy benh vien chợ rẫy các kiểu trong sài gòn lẫn hà nội mấy năm mà đỡ càng ngày càng biến chứng đến nỗi họ trả về tình cờ được ông bạn bố em mách cho bài thuốc dân tộc rất rẻ và hiệu nghiệm giờ đã khỏi rồi và còn rất khỏe mạnh năm nay thấy bị tái lại cho dù thời tiết thay đổi thất thường ai đang bị viêm mũi dị ứng viêm xoang lâu năm chữa hoài khỏi trái gió trở trời đau nhức khó chịu thì bài em gửi bài thuốc cho em chỉ chỉ cách cho những ai thực sự quan tâm thôi nhé""",0,vlsp
"""va đá""",0,vlsp
đề nghĩ mấy đứa rich kids não phẳng ngoài hà nội bớt hãm lone bênh con điên kia! tao muốn bay ra vả cho mỗi đứa một phát vào mõm!,1,vihsd
"""trẻ trâu vl""",0,vlsp
cố lên abe. qua đó nhớ mang poppy sách phép khè cho ae all star sợ nha anh >3,0,vihsd
lào nhà người ta - - tôn bá phù,0,vihsd
"""nhi vuhoanggia hang moi nha ban đồng nai""",0,vlsp
@omar hà tiên nhìn mặt văn minh sao nói chuyện dân trí thấp thế chú!?,0,vihsd
cao thi phương anh =))),0,vihsd
"""thor nhìn sợ vl""",0,vlsp
lên lên abe ơi,0,vihsd
abe 6 vú,0,vihsd
"""có những chiều thành phố mưa bay chế huyền trân relaxed""",0,vlsp
ủa cây atm là ca sĩ ? ủa,0,vihsd
"""chị thích hơm dung lê nguyễn thùy""",0,vlsp
đáng iêu vậy :3,0,vihsd
hoàng lê bảo trân đồng ý là vậy nè nhưng ko phải đi du lịch vào thời điểm này.,0,vihsd
"""xếp đồ về mà cứ như con đi buôn ngứa nghề thật sự không lẽ mình nghỉ học quay lại làm kiếp con buôn mỹ phẩm cao cấp sk melsmon placenta kiêm luôn dịch vụ tiêm truyền trắng tân trang mặt mũi mông vếu cho chị em nhờ bằng của em treo cũng lâu rồi tiện thể là ai nhờ tiêm truyền trắng vẫn help free cho các ce nhớ đam mê làm đẹp cô gái mê tiêm chích dạo đặng hương huyền inspired""",0,vlsp
like mạnh,0,vihsd
"""đm thế này mà bảo bẩn bẩn đâu to xịn vãi cl thế mà chê""",1,vlsp
"""nuốt lệ ngân nguyen drained""",0,vlsp
"""ngứa cu vl""",1,vlsp
con đường đến trường chưa bao giờ xa đến như vậy,0,vihsd
bán thuốc đêm phia,0,vihsd
"""đinh huy tao đem những nước phát triển trong khu vực kg cs cho mầy noi gương mà học mầy còn đang hửơi địch họ đó mà quân chủ lập hiến còn so với phương tây nằm mơ đi thằng đầu cặc óc chó mới là cs sáng cái miếng thịt trâu nằm giữa hai đùi má mầy đó học người ta cách đều hành đất nước kinh tế thế nào mà phát triển hơn mầy và đời sống người dân họ tốt hơn mầy nhiều vậy còn thể chế chỉ là hình thức mầy ngu hết phần chó má mầy sinh ra đống cứt bón cây còn có giá trị hơn sinh ra mầy cứ ăn cứt cs đến hết đời đi con chó sống ngu thì chết ngu thôi""",1,vlsp
xem mà  máu  dồn  lên  não  luôn,0,vihsd
"hihi, đẹp trai vl",0,vihsd
thế thì chúng ta lại có người tày điện :v,0,vihsd
"""sứ giả bóng đêm hosted watch party""",0,vlsp
án cao nhất phạt có 200tr k à,0,vihsd
trần dần đây,0,vihsd
"""đôi mắt sau rèm cửa ẩn dưới hàng mi cong ta trót yêu một nửa nên suốt đời long đong đôi mắt nâu lấp lánh sáng như vì sao trời ước em là nữ thánh tôi xin được hiến dâng chú thợ điện vừ bá tu updated his vừ bá tu""",0,vlsp
đoàn thị thảo lại có hả chị,0,vihsd
"""lúc đó chơi ngu vl""",1,vlsp
"""cảnh ngân nể mày vl""",0,vlsp
"""thôi em có rồi mà mua làm nh thế th ui""",0,vlsp
"""hai chị em tấm cám tấm ngoan hiền tóc ngắn cám ăn chơi tóc dài đặng lê thúy hường thủy anna""",0,vlsp
"""sự rẻ tiền của đứa con gái là gặp ai cũng thích cũng tán cũng yêu lol""",0,vlsp
giận pínk người,0,vihsd
anh trong a hay ăn thì để ý vào,0,vihsd
"""hoàng yến ôi chu choa tui thành fan cứng lun""",0,vlsp
@võ xuân hoan m làm như có mình ên mặt m xài ròi. mình ên mày khen nhưng nhìu ng thấy đéo tốt thì ng ta nói mất cl gì căng,1,vihsd
ch xem đã biết top1:)),0,vihsd
ô kê chu rờ mo  là ê cô cho rờ m...,0,vihsd
"từ thời vnch đã cho xây rồi, nhưng dang dở thì tới 1975, sau đó người ta lo chuyện xóa bỏ chế độ cũ hơn là nhìn tương lai xa rộng nên mấy công trình đó bị hủy hoại hết rồi. ý tôi muốn nói là đừng chơi cái kiểu "" mất mùa là tại thiên tai, được mùa là bởi thiên tài đảng ta""",0,vihsd
lúc đó chưa có mà,0,vihsd
chi 3 ơi con ếch chết vì  lổ mệng nha  chi 3 . đời lên voi xuống cho mấy  hồi nhà chỉ 3,0,vihsd
"""còn lọ tinh chất bơ nắng rồi chị em cần dưỡng da thì nhớ em này nhé lo lo sale""",0,vlsp
"""hôm nay anh mệt rã rời muốn ôm ngủ kệ đời dc ko""",0,vlsp
thu thảo mà phải công nhận là từ tháng 2 địch đã nổ ra ở mĩ với châu âu và hq rồi mà cô này còn dám đi du lịch qua bên đó  gan thiệt sự á,0,vihsd
tự hào về vn mà cũng thương bác,0,vihsd
v cả ông độ,0,vihsd
cô iu quá dữ,0,vihsd
a lân xem quyền tổ mà mặt đần thối thế là thế nào?,0,vihsd
cụ này vừa bị lẫn vừa bị hoang tưởng rồi....,1,vihsd
khoe xe à,0,vihsd
cô dễ thương quá ta,0,vihsd
"""hẳn là như vạimoon lee vl""",0,vlsp
"nghe nói nhà có điều kiện, tài trợ lại 400 tỷ đi chị nhung17",0,vihsd
"""dầu nhờn nguyên nhân gây mụn độc tố chì thuỷ ngân corticoid nguyên nhân khiến da lão hoá da bạn đã sạch độc tố dầu nhờn chưa cùng detox mask bảo vệ làn da và lấy sạch đi các hóa chất gây hại cho da""",0,vlsp
"""sắt bầu về nhiều quẩy đi chụy em sắt này mẹ bầu uống ko bị nóng ko bị táo nhé sỉ giá siêu đẹp luôn""",0,vlsp
"công nghệ làm trụ cột điện nhé các bạn. đẹp, rẻ nhưng đéo bền để thuận lợi cho việc kiếm chác. đang rất khả thi và đã dc tiến hành thí điểm ở 1 số vùng. nếu có ăn sẽ nhân rộng ra trên mọi địa bàn của cả nước =))",0,vihsd
đi vài bữa rã họng rồi lại lết về thôi mà.loại mất dậy ...,1,vihsd
cool =))),0,vihsd
cực thuyết phục nhưng lại vô lí :))),0,vihsd
nguyễn kim sale mà nhìn chiếc ảnh tưởng thầy sale 50% ạ :)),0,vihsd
"""kute uc kon""",0,vlsp
giờ m cứ dô acc đó xog kêu akhah làm và chấp tay niệm phật cầu thành công đi,0,vihsd
nhờ ơn chị nhung cả nước hoang mang =.=,1,vihsd
@yuan liu liu tiếc ziên = tất niên,0,vihsd
hoàng dương khánh :3,0,vihsd
"""bình yên phạm đây là những hình ảnh và kết quả bệnh án của em nguyễn trọng đức hiện tại em vẫn đang còn điều trị tại bệnh viện bạch mai hà nội mong mọi người chia sẻ giúp đỡ em và gia đình anh nguyễn trọng hạnh sớm vượt qua giai đoạn khó khăn này xin chân thành cám ơn""",0,vlsp
"""chời má sợ vl""",0,vlsp
anh yêu em thắm ơiii,0,vihsd
anh đứng giữa nhìn phát biết chủ đầm tôm chục tỷ đồng :v,0,vihsd
cảm ơn thầy pảk,0,vihsd
"""chả có gì mag cần""",0,vlsp
her,0,vihsd
b52,0,vihsd
"""tự nhiên muốn được bay bổng nhẹ nhàng như này vô lo vô nghĩ đặng quỳnh tired""",0,vlsp
chỉ chịch xã giao thôi =)))),1,vihsd
"""thanh hèngg buồn vl""",0,vlsp
"""nguyễn hồ bảo hân giàu ngu là những nhà hơn khá giả tí thôi còn giàu như rmit thì tương lai toàn giám đốc chứ ngu cmng""",1,vlsp
"""duyên nguyễn to the group chợ biên hòa nguyễn tl giầy dép sezi gia ghi trên hi nh đâm số chua đi voi di lan""",0,vlsp
nát từ trên xuống. hỏi ai ra cái quyết định không được trinh sát đó?,1,vihsd
siêu lạm phát,0,vihsd
gặp ai,0,vihsd
"""sắm cho mình bộ để thay đổi đi mấy chế oi bạc ta bạc nha""",0,vlsp
@phú đại gmtv cái này tao nói trc khi cô ra clip nhá thằng kia,0,vihsd
quân tâm ae có link xem chưa bao phê luôn ae ơi,0,vihsd
lê thị trà my tưởng my sói này stream,0,vihsd
"con trai mất điện thoại đổ thừa ba nên báo công an, quá bất hạnh cho thằng con, mất ba đéo tiếc, tiếc cái điện thoại",1,vihsd
sướng quá cũng kêu,0,vihsd
"""cần tuyển gấp đi làm ngay""",0,vlsp
"""chỉ la zui thoi mà sao lại cười nhạu nhau co ut lanh luq sad""",0,vlsp
cho sem địa chỉ shop bán quần này ở cao bằng đi anh thất chất quá,0,vihsd
bác sĩ và người nhận máu :,0,vihsd
"""động cơ bị chỉ đạo để tham""",0,vlsp
"""mage yều vl""",0,vlsp
"""hỏng biết chỉ biết vì mà cong vẹo nhưng đm đéo ngoan""",1,vlsp
được anh ưi:)),0,vihsd
chào các chế nha,0,vihsd
"""trúc lữ vl""",0,vlsp
"ôi trời ơi thế giới này sao tồn tại loại đàn bà còn mang hài cốt khỉ đột vậy. linh lóc ơi em đã xấu nhất hành tinh rồi mà còn hỗn láo nữa chỗ nào để cho em quẫy không , gái miền tây nó là thế đó sao em? chứ tui thấy họ nết na thùy mị lắm mà dễ thương làm sao đâu á còn em thì tui muốn cho vào rừng sống lại với bản năng của em mới đúng",1,vihsd
ong cung gan dat xa troi roi chu yeu vui thoi ban oi,0,vihsd
"""cái thời tiết nóng như này mà mất điện thì phải làm thao crazy""",0,vlsp
lại phải nghỉ học:((,0,vihsd
"""đm giống vl""",1,vlsp
ok trung bảnh,0,vihsd
chăm cmt dạo ghê,0,vihsd
"""lê thị dcm mất máu vl""",1,vlsp
"""ngứa đét vl""",1,vlsp
vậy là sao.?,0,vihsd
tôi nghĩ tiền không làm gì được các ông ạ =)),0,vihsd
xem kênh mixigaming hơn 1 năm qua nhưng các bài viết trên fb chỉ yêu thích có đc coi là fan cứng kh nhờ :v,0,vihsd
"coi mà cười từ đầu tới cuối luôn á. cô hiền lành thân thiện, vui vẻ chân chất",0,vihsd
"""hôm nay nhà na về xoài tím tiếp khách nhé sỉ từ kg giá khách sỉ đặt hàng sớm để nhà na bố trí lê na đặng fantastic hai đang at trường giang mộc châu""",0,vlsp
nó dui gần chết. clip này là cười xĩu luôn á,0,vihsd
"""huân trần""",0,vlsp
"""mệt thực sự luôn đó trời exhausted""",0,vlsp
"""tống tươi saigon football club saigon football club một nhạc phẩm lời việt đến từ trung vệ thiago moura của chúng ta mọi người nghe rõ lời hát chứ mọi thông tin của clb sẽ được cập nhật liên tục tại fanpage instagram website saigonfc sgfc clbbongdasaigon wearesaigon vleague fraser frasersport pocari pocarisweat""",0,vlsp
rồi đưa cái tay vào ghi ba cái lú lần,0,vihsd
đứng kế bên 2 em gái đẹp hen :)),0,vihsd
8h sáng cũng phải lên luôn nhaaa,0,vihsd
thịnh nguyễn nguyễn thùy bích thùy việt lê con heo lười ngọc ánh mốt của 2020 hê... cánh hoa nhoaaaa.,0,vihsd
một xã hội phát minh ra con ốc vít còn không nổi .như người dân phát minh ra thì chúng nó đật từ trứng nước .,0,vihsd
.buồn cười vl,0,vihsd
đám sạo lồn,1,vihsd
gia đình tan nát:((,0,vihsd
để tưởng nhớ ơn đảng mình xin gửi tặng mấy bạn 1 bài hát,0,vihsd
"bac hai nay tang cho no con virus chinh phu my bot di tien cua lunatic man nay , nguoi dan viet nam luu vong do ho then",1,vihsd
đéo ai bắt xem ??=}},1,vihsd
"mấy con fan mắc dại, cô bị chửi mà tụi bây ko chửi tiếp mà xúi cô chửi, thứ dì dị...bỏ nha, mai mốt con nào đụng cô là xé banh xác nó hết, hy vọng cô mãi chân chất như vầy, đừng vì cuốn theo sự nổi tiếng mà biến chất, biến tướng!",1,vihsd
"""hưng taro hoan hô""",0,vlsp
35:25 td giác ngộ lí tưởng đảng,0,vihsd
úi zồi sắp đến đoạn phệt thì lại bị bắt,0,vihsd
chơi ngu,0,vihsd
trần mẫn văn thac mac thong tu moi va` giai dap :v,0,vihsd
"""started new job at tổng đại lý phân phối queen perfect""",0,vlsp
nguyễn linh hằng haha,0,vihsd
"nói thật tôi thất vọng vì tạ bích loan lắm, cách đây tầm 2 chục năm là 1 trong những thần tượng của tôi, hồi đó dẫn chương trình 7 sắc cầu vồng, rồi năm 1999 dẫn đường lên đỉnh olympia. thế mà bây giờ nhìn xem, đã biến thành cái dạng gì rồi.",0,vihsd
"ai ko biết nhục thì có thể cười thật tươi cũng được, đó cũng là 1 cách giải quyết khó khăn :)))))",1,vihsd
lê thị bích hồng tk trẩu,1,vihsd
"""hoàng trọng tú tuấn cry ngồi đâu cũng hát nhoe mấy đứa đón chờ sản phẩm sắp tới nhaaaaa tuancry anocg""",0,vlsp
"""nhân vật đẹp quá thanh hiền trân châu đen clip dựa trên câu chuyện của bài hát độ ta không độ nàng link bài hát tranchauden tiktok douyin""",0,vlsp
đúng chất miền tây chất phác có nhiu quịt tẹt ai cười kệ ai nói chuyện vui vẻ xem cười muốn xỉu,0,vihsd
chủ quán bánh mỳ team up cực mạnh,0,vihsd
trẻ trâu nhờ like,0,vihsd
trên cao bằng bọn tôi đu cây suốt: a độ said,0,vihsd
"nai xừ, lm ra tiền cho miễn phí thì mốt nó sống phụ thuộc vào mình à, mốt th nhà giàu chết thì chắc nhà nghèo cũng chết luôn",0,vihsd
like nhiệt tình cho cái stt của ad (y),0,vihsd
tộc trưởng said :,0,vihsd
"""quang trường ghét vl""",0,vlsp
bảo my add em cô ơi :((,0,vihsd
"""gét bản thân vl uhuu""",0,vlsp
ba dẻo vàng j den thui  vay vàng mien ak,0,vihsd
thầy cởi quần thịt luôn,0,vihsd
"""chính thức mở bán kdc nam việt chơn thành bình phước giá chỉ tr cách ql cách kdc đại nam km cách kcn minh hưng km mặt tiền đường nhựa đã có sổ công chứng ngay diện tích thổ cư ngân hàng hỗ trợ đến qlsp""",0,vlsp
"""tăng kuby hihi giê su là khởi nguồn của ty mà""",0,vlsp
mình bán tiền game cao hơn bình thường 20 - 30% vào thẳng níck luôn bao uy tín tất cả các loại game ai có nhu cầu lh : 0968901765 . gd trực tiếp cung đuoc nhé mình ở cầu giấy,0,vihsd
ngheo mà yên bình là đc. tao nói riết giờ thấy uổng công. tao cứ ở nc ngoài ngồi cười khì khì coi tụi bây đống vài thứ thuế ba láp. ăn đồ ăn hoá chất. ra đường thi trộm cướp. uhm yên bình đi tụi mày ạ. thấy đất nc xây nhiều cao tầng là thấy phát triễn. tụi ngu ạ tiền vay oda ấy con ạ. rồi đời con cháu chúng mày sẽ trả há há.,1,vihsd
ae có link chính của tiên tri zũ trụ trần dần,0,vihsd
"""vũ văn tiến đe pha la ngu ms ho ma ho viê ba ngu""",1,vlsp
"""trang đoàn ngu vl""",1,vlsp
phạm quỳnh anh hay quá,0,vihsd
ng giàu ngta lại ước dc nghèo để mặc cái qqe ấy..,0,vihsd
chị hiếu đẹp hao hao giống chị cẩm ly hen,0,vihsd
"nhok lầy cái nick thì clone, avatar thì đéo dám để ảnh thật :v gáy cũng kinh đấy! thằng trẻ con vô văn hoá!",1,vihsd
bố tui đấy ak,0,vihsd
cực kỳ thuyết phục !,0,vihsd
cao bằng có cả súng nữa,0,vihsd
"""tổn thương vl""",0,vlsp
pha đầu 2 light pha cuối ba light,0,vihsd
"""nam mô di đà phật nam mô bổn sư thích ca mâu ni phật nam mô quan thế âm bồ tát nam mô đại thế chi bô tác rán cứu khổ cứu nạn cho tất cả các chung sanh bịnh tật tiêu trừ tai hoa nạn khỏi nam mô di đà phật""",0,vlsp
"diss nhau cực gắt đến từ :
chị minh hiếu : và đối thủ của chị ngày hôm nay là :
chị linh cá lóc : trọng tài
chị bảy miếng đất official dìa dìa",0,vihsd
"""ngày nay anh có bị dính phốt không vậy hhh các nàng cứ kết bạn vs anh rồi mua hoa nước hoa vs làm tóc đẹp của anh nhé mừng lắm nha hahak khúc chí đức bi lucas""",0,vlsp
đm cuộc đời nên có 1 độ thôi mệt vl rồi . 8 ông như ông độ nghĩ đm việt nam n loạn vl....,1,vihsd
sao k xoá thuế cho nông dân. lm ăn thua lỗ tự chịu,0,vihsd
"""em đăng ký nha ngọc thành""",0,vlsp
ngu xuẩn nhất nhì là tt mỹ (thơ trần đăng khoa),1,vihsd
nhình anh quay phim đẹp trai quá. lím lím gì vạy,0,vihsd
đã làm chủ thì ai cũng sẽ suy nghĩ tìm tòi nhiều phương án tốt nhất để giúp nhân viên của mk. bất đắc dĩ người ta mới cắt giảm nhân sự,0,vihsd
"""nguyễn bích trâm cái mẫu bl dưới hìh đó""",0,vlsp
"""wow video sơn kưn in the group bất động sản hải phòng""",0,vlsp
line up này không sợ 1 team nào trên thế giới =)),0,vihsd
bảo hiểm corona này,0,vihsd
thanhhuy nguyen vcl,1,vihsd
"""gối đầu giường kích thước cm zất to luânnn thường ngủ sẽ đối đỉnh đầu với tường hàn lạnh không tốt dễ khiến ngủ không ngon bóng đè máu lên não kém dễ đột quỵ gối vừa êm lại có tác dụng hạn chế cái hàn trên giúp ngủ ngon mà lại còn xinh xinh nữa giá hạt dẻ đáng yêuuuuu freeship phan rang nha trang hườm owl""",0,vlsp
nó có phải ca sĩ đâu,0,vihsd
"""vũ hà kiều nhi vũ hà kiều nhi""",0,vlsp
"""thuý vy when sad ngừi iu tui bố láo vl""",1,vlsp
"""zeros mạnh vl""",0,vlsp
bòn chú kim quyen tran hằng lệ giờ còn hận luôn á =)))))),0,vihsd
1 cái cớ để rút ruột ăn bẩn thui,0,vihsd
"""ai nắm lấy tay ta níu giữ ta nửa đời điên loạn ai hôn lên mắt ta chở che ta nửa kiếp lênh đênh""",0,vlsp
"""tam thập lục kế tẩu vi thượng sách""",0,vlsp
"""cười lên nào mickey oiii""",0,vlsp
yep,0,vihsd
yêu nhau ngại mỗi cái đấy,0,vihsd
đúng là giang hồ vui,0,vihsd
"""ko phải cứ tạnh mưa thì sẽ có cầu vồng cũng như là ko phải cứ có người hết lòng yêu thì sẽ có người đáp lại và ko phải cứ có người mòn mỏi chờ đợi thì sẽ có người trở về nguyễn đoàn emotional""",0,vlsp
ad bảo em rất có văn hóa nhé,0,vihsd
"""buồn vl luôn""",0,vlsp
công nhận. nhịn nhẫn nhục luôn.tức ! nghỉ việc,0,vihsd
"""hải hào hoa cc dốt cc cay vl""",1,vlsp
mỗi người 1 công việc..dm thằng đăng bài ngu đéo chịu đc,1,vihsd
cái đ.m idol của e mà a mang ra cợt nhả vậy à :< e thấy 2 thằng này mới giôbgs nhau nè :>,1,vihsd
"""happy birthday to me chỉ mong tuổi mới thêm những điều tốt đẹp""",0,vlsp
"ngày xưa thầy giáo tao đã khuyên bọn con trai lớp tao rằng: “ bất cứ việc gì trong thiên hạ, cứ đem về hỏi vợ, rồi làm ngược lại là xong”",0,vihsd
"yêu cô, thương cô. i love you chu cà mo",0,vihsd
"""set váy hoa có xanh đỏ nhé các chế giá hạt dẻ lê khánh is at tây phong tiê ha""",0,vlsp
đúng là gu của đại gia nó lạ j đâu :))),0,vihsd
tuaz hunq chữ g của thầy trong game là gg,0,vihsd
"""đm con ma nhạt vl""",1,vlsp
"""đm mấy thằng cười trông bựa vl""",1,vlsp
shinna pi cho đó lấy đi,0,vihsd
minh hiếu chửi lồn mà còn hay,1,vihsd
idol của bạn đây,0,vihsd
yêu thầy dấu bé ba :)),0,vihsd
cai miệng nói không sợ bị hậu quả,1,vihsd
"""gương kia ngư trên tươ ng bao giơ ta gă đươ ngươ yêu ta gương cươ gương ba la ră ng mă ma ma co ngươ yêu tao quy""",0,vlsp
cân thận nó lại keu phản động :v,1,vihsd
thanh tuyền ko khác nhau mấy. :),0,vihsd
chửi thằng nguyễn sin đi chị thằng này ác lắm. hình như mũi chị hiếu hơi lệch á.,1,vihsd
"""con bán hàng nói thì khó tin lắm ai bán ma ko nói sản phẩm mình tốt đúng ko cả nhà nói ko tốt ai mua mà nói tốt quá ko ai tin khổ tâm lắm luôn khách hàng cũng thông thái lắm phải nghiên cứu kỹ mới dám mua chứ đâu phải thich là nhích ngay phải ko nạ khách nhà em từ tắc hậu môn thành đi dễ dàng trở thành luôn mẹ cho con bú thì nhiều sữa quá trời cải thiện rõ rệt xem ra sản con bán hàng nói sản phẩm nó tốt cũng phải bùi thị thảo diệp lục lysine""",0,vlsp
khánh robinson woaooo,0,vihsd
binh thuong thi o dau,0,vihsd
"""hà giang tin mấy cái đưa lên nhảm nhí ai uống hay không chẳng quan trọng hãng sữa nó cũng không mất một xu nó bán cho những người uống thiệt sữa thiệt và người thiệt bọn ngu ngục trung cẩu giả mạo phá rối thì cứ bán cứ uống ngu thì chết""",1,vlsp
"auto mua, comment có thể mua được mà, nếu chốt đơn là thật đi, nhưng sau không nhắn tin cho shop thì cũng đâu bán...kakaaaaaaa",0,vihsd
i love you các cậu,0,vihsd
"""cục nợ to đùng yeah music đôi khi rời xa là cách tốt nhất để người mình yêu hạnh phúc yeahmusic quanap phamanhquan song quân ai là người thương em link youtube""",0,vlsp
"""an na lưu phan cười vl""",0,vlsp
chi có đôi bàn tay rât đep,0,vihsd
ý thức rất tuyệt,0,vihsd
dung là bon ac nhan,0,vihsd
nguyễn thanh long đỡ hơn chưa?,0,vihsd
tiểu tiểu đại đại nữa bé ba ơi :)),0,vihsd
"""thôi cố gắng làm lương củ rồi quay về dằn mặt mấy thằng làm đủ ăn giống tao nè chùa êi bạn với chả thân thân cái đéo gì ten ten""",1,vlsp
dịch bệnh kéo dài vđ,0,vihsd
"""phiền vl""",0,vlsp
"""thôi thôi tô nhat ca chi em từ giờ đừng co ho lai xe nua nhe thanhniên toàn tom vlogs biến căng thầy giáo dạy lái xe thò tay vào váy sàm sỡ nữ học viên và cái kết mày tưởng tao chưa đụng vào xe bao giờ mày tưởng mày là thầy mà thích làm gì thì làm link group""",0,vlsp
cảm ơn thầy ba,0,vihsd
ngoan đi em thương,0,vihsd
"""lâu lắm mới up hình nek nghĩ mãi ko ra caption luôn""",0,vlsp
đc vl a ơi,0,vihsd
chưa đầy 2 tuần mà lên như gió,0,vihsd
"""đỉnh ngô nội dung bửa tiệc""",0,vlsp
"""các trường này coi thường luật pháp vn lẫn đạo đức ngành gd đt cần khởi tố""",0,vlsp
"""muốn nuôi chó mà lại muốn ăn thịt chó""",0,vlsp
hay đó phè,0,vihsd
"""màu đỏ tươi size""",0,vlsp
"đẹp vch, 330k/s 5 món + free ship",0,vihsd
"""không ai giàu họ không ai khó đời đến đời con là đời thứ rồi chúa ơi ơi ơi""",0,vlsp
cách đây 2 tuần qua streaming house gặp anh quang ngọc trinh đưa a grab ship áo còn a tú đụ cởi trần mở cửa cho e gái,0,vihsd
"""đáp án xay mịn băng đá bứt phá vị ngon giang hà khương thị mxv""",0,vlsp
"""họa mi ngừng hot""",0,vlsp
em mình cũng dễ thương nè,0,vihsd
wow troi oi,0,vihsd
ai nhin vo ai cug bit la may la con trai,0,vihsd
lại bảo không giống đi :)),0,vihsd
"""biin lam cần thêm thông tin thì mình nhé thanks""",0,vlsp
chu gia bảo ?? nghỉ phép vô thời hạn,0,vihsd
thầy ba dơ lắm cô ơi,1,vihsd
zuzana nguyen:)),0,vihsd
con mẹ mày trốn học thầy tao qua đây khịa cái gì đây,1,vihsd
nhị thắng gắt,0,vihsd
ăn điêu nói hớt quen.,1,vihsd
em cầm cái này phang vào sự chu đáo của anh ba =))),1,vihsd
sim số đẹp ib e nhá,0,vihsd
cứ như mấy ông trại tâm thần nghịch kiến ấy nhỉ,1,vihsd
klq vào like hộ avt giúp mình vs ae .-.,0,vihsd
nói được làm được nhé thầy,0,vihsd
trung thầy giá thẻ bài,0,vihsd
đại huỳnh lê hiếu,0,vihsd
"""thiên tài linh nguyễn anh iq vô cực""",0,vlsp
"""giông đúc mà con trà cũng vừa up lên""",0,vlsp
"ông anh mới đi sing về kể, sự khác biệt cơ bản nhất là nv sân bay changi thì luôn tươi cười vui vẻ, còn nv tsn thì như cái mền :v",0,vihsd
"""trời xanh mây trắng sao chưa say nắng em thương thương thuỷ tiên""",0,vlsp
"""lố lố nắng bỏ cơm chớ ra đồng""",0,vlsp
"đoàn anh thư dìa quê cũng ko yên, cẩn thận nha cô bé",0,vihsd
con mẹ mày chửi anh độ,1,vihsd
mắc bệnh hoang tưởng. chắc nó tưởng nó là bố thiên hạ. nhãi ranh,1,vihsd
lại hợp tiến chẳng khác gì,0,vihsd
"tôi thấy phản động ở khắp nơi mà nhiều nhất là mấy thằng bán nước, hút máu dân đen. cứ sủa ra là luật , bọn chó",1,vihsd
"""học viện ăn hàng không clm ăn cơm nhà tính chuyện vũ trụ nè biết cc gì đâu mà nói để ngta chửi ngu""",1,vlsp
clear hương bia tắm không biết sạch không nhưng hơi say,0,vihsd
xem ok phết,0,vihsd
ăn nhiều rồi lú nó không có phúc đâu đời cha ăn mặn đời con khát nước,1,vihsd
"""đặng quang vinh uống đi rồi sẽ trúng hà hi""",0,vlsp
"""phi long tấu hài mạnh vl""",0,vlsp
"""đồng giá nhé""",0,vlsp
"""nguyễn đình minh vl""",0,vlsp
phản động là nói lên sự thật,1,vihsd
"""nguyễn hà đù mé bạn bao di phép""",1,vlsp
cứ tưởng thế là fashion,0,vihsd
đêm qua lại uống rượu về muộn chứ gì =))),0,vihsd
"""khanh tran số đào hoa vl""",0,vlsp
các bạn kỳ ghê cứ nói mình ghen tị,0,vihsd
"""ra nh vl""",0,vlsp
sống chậm thoii,0,vihsd
phương nguyễn thanh tất nhiên đây là quan điểm của cá nhân mình. chứ việc đi ngược số đông hay không thì tùy vào cá nhân cảm nhận mà thôi :)),0,vihsd
