,free_text,label_id,dataset
3228,tao hỏi thật trang này phải phản động k tao theo vs,0,vihsd
3229,hahaa cừi ỉa,0,vihsd
3230,"""đừng xem khóc đấy tâp tôi lại cô_đơn trong series phim câu_chuyện tình_yêu câu_chuyện tình_yêu đừng xem khóc đấy tôi lại cô_đơn xin chân_thành cảm_ơn tất_cả mọi người đã xem phim của kênh ayza tv link fanpage link facebook""",0,vlsp
3231,"""cảm_nhận đầu_tiên khi chạm tay vào hộp kem quá bự quá nặng mở hộp có mùi nước_hoa coco chanel_tỏa hương chất kem như yaourt thoa vào mát lạnh thấm nhanh cực không lộ chút vân kem nào luôn chỉ hãy thử và cảm_nhận cẩm thư""",0,vlsp
3232,"""bực vl""",0,vlsp
3233,coi giải trí nè mấy bợn kkk,0,vihsd
3234,"""tao sợ con_gái vl""",0,vlsp
3235,ôi cả ngàn tỷ thuế cơ á. thật vl :)),0,vihsd
3236,"nguyễn diệu ái thì hồi xưa đã chào kiểu thân thiện vậy rồi, thế mà ng khác bảo mình bậy bah",0,vihsd
3237,cô để anh độ mixi phân tích cho m hiểu nhá vân vân anh nii,0,vihsd
3238,"bình mới rượu cũ mà, cứ rượu cũ là ngon rồi.",0,vihsd
3239,"""hài vl""",0,vlsp
3240,lí do này nọ mắc mệt ‍,0,vihsd
3241,"""châu châu dơ vl""",0,vlsp
3242,"""chip chip nguyễn_xả lỗ sấp_mặt lô giầy thể_thao full hộp siêu nhẹ và siêu ôm""",0,vlsp
3243,bán hàng rẻ ko thơm lâu thì nói không thơm lâu . nói hàng fake . mắc j quảng bá làm như tốt lắm .,0,vihsd
3244,chắc là ch thấy chị nhung đổ lệ nên là ch kinh,0,vihsd
3245,"""sục rọ sấm_sét mới siu xinh fom mang cực chất_chất da nhũ mang êm nhẹ size hàng có sẵn ship nhanh như cách người yêu cũ trở_mặt sỉ""",0,vlsp
3246,vậy nó có ảnh hưởng gì tới cs chưa ?,0,vihsd
3247,sống chậm lại :),0,vihsd
3248,"""quang thành răn""",0,vlsp
3249,dã man luông,0,vihsd
3250,nguyễn thị tươi thắm =))))))) page hay nhất cmn fb,0,vihsd
3251,đầu tư đường sắt :))),0,vihsd
3252,ád mỉa mai vc cơ mà tao thích,1,vihsd
3253,:)) trúng 1 lô vé số 20 tờ cũng chưa đủ mua nó :)),0,vihsd
3254,"""kim_hiền thấp luôn hở hiền""",0,vlsp
3255,"""ae nào cần ib""",0,vlsp
3256,"hoàng trần kỳ duyên tức ghê, lần nào cũng êm xuôi, bữa xui bị phát hiện ;))))",0,vihsd
3257,bị lừa còn gì. rõ ràng cái th lamg bằng bảo làm bằng phôi thật k ai phát hiện đc,1,vihsd
3258,"""tên hay lê_kim na""",0,vlsp
3259,nhảm nhí. mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,1,vihsd
3260,"""việc gì phải vậy phụ_nữ cũng trăm công nghìn việc cũng kiếm ra tiền việc gì cứ phải chìu kiếm cách giữ đàn_ông""",0,vlsp
3261,hoan hô lò tôn,1,vihsd
3262,tụi bây thử sáng tác coi,0,vihsd
3263,vl.gắt,1,vihsd
3264,"""vt váy_xoè chun eo cho các nàng đi cà_phê cà_pháo đây chất đui mềm mát nhăn đâu sz sm thương thương""",0,vlsp
3265,"""vừa đủ thôi nha mấy đứa đặt lịch xăm đạt""",0,vlsp
3266,"""vũ_thu thu nay thi sinh nhat lan dau duoc to chuc mot cong_ty hihi vui qua di""",0,vlsp
3267,"""về chung nhà là ty trưởng_thành""",0,vlsp
3268,"""bùi_văn khá biển đẹp vl""",0,vlsp
3269,bọn chó sủa bậy,1,vihsd
3270,"""cái tội ngứa_tay giờ nhìn mặt ngu như heo""",0,vlsp
3271,"""vl tụi mầy""",0,vlsp
3272,là xui rồi đấy chứ kkk,0,vihsd
3273,"vãi trend mới. đám bạn tui nó bắt lâu ơi ""à lâu, lâu lắm rồi nghe",0,vihsd
3274,"""hung bobbi high lounge high lounge đỉnh_cao mới không_gian mới phá_bỏ mọi giới_hạn tạm gác mọi công_việc và cùng bạn_bè tận_hưởng tối thứ tuyệt_vời thưởng_thức những ly vang ngọt_ngào hay champagne thượng_hạng và hoà_mình âm_nhạc sôi_động cùng djnhâncivil tại highlounge nhé address tống duy_tân hoàn kiếm hà nội""",0,vlsp
3275,"""kho kí_gửi hmt vải may áo_dài""",0,vlsp
3276,tập để cho nó biết mình cùi bắp sao ah. đâu có ngu ! :3,0,vihsd
3277,cho xin tên nít fb của cô ba mình hiếu,0,vihsd
3278,"""tưởng ko hot ai_ngờ hot_ko tưởng sáng giờ chốt sĩ lẽ gần chiếc mn lấy báo luôn nhé mua sơm hang vê sớm thanh đào thanh ảnh thật hàng về đẹp lung_linh ntn cơ_mà bõ công chờ_đợi màu hồng đen gom order túi du_lịch tiện_dụng giá gần như free công rui đóoo ace mua ngay kẻo lỡ mất deal hot_nha túi du_lịch tiện_lợi đẹp mĩ_mãn bảo sao em nó hot khủng_khiếp lunnn mng mang đi du_lịch hay tập gym đều phù_hợp hết vải dù chống nước có ngăn đựng giày rộng cm ace tha_hồ đựng đồ nhaaa màu hồng giá""",0,vlsp
3279,"""trời nắng_nóng làm phòng lạnh phải đi ra đi vào liên_tục thay_đổi nhiệt đột_ngột nên chính_thức bị ốm ai củng nói làm phòng lạnh sướng mà ko ai hiểu cho nó ko sướng như mọi người nghĩ đâu""",0,vlsp
3280,"""mẹ tui chụp dữ nằm ké lên áo xíu đừng chửi tui""",1,vlsp
3281,nghĩ mà chán :)),0,vihsd
3282,"""thành_công rực_rỡ nhé mặc trời phạm_ngọc_tuấn cùi bắp anh mừng khai_trương heaven lounge địa_chỉ thôn quảng la hoành bồ quảng_ninh cách thiên_đường hoa quảng_la hot khách mời phong bartender giảm_giá lên đến tổng_bill bàn bạn nữ tại quán free shisha cùng với nhiều ưu_đãi đặc_biệt""",0,vlsp
3283,"""đêm nay ai đưa em về đường khuya con đường xa_vắng mà giờ chỉ riêng mình chẳng_lạc lối về tuan quang giờ tan làm của team dưỡng tâm mvbeauty linh đàm_quý zị đông khách chẳng có tgian mà chụp choẹt nữa giờ mới rảnh tay đc đâyyy thảo caratina added new videos fantastic at khu_đô_thị gamuda gardens hoàng mai hà nội""",0,vlsp
3284,"""diễm châu phan_shared live video thực_phẩm sạch mẹ cool món mới tóp_mỡ sốc tỏi ớt ngon lắm lun chài ơi ai nhậu đầu tuần hú mẹcool đầu tuần đủ hàng trái_cây_sấy bánh kẹo_chân_gà chân_vịt lạp_xưởng đủ loại nha_quí zị ơi mỹ giang tân_phong vina viettel""",0,vlsp
3285,có,0,vihsd
3286,"""hậu hit nặng vl""",0,vlsp
3287,may quá mỗi lần chơi đồ bọn mình toàn gửi hết điện thoại ở quầy lễ tân,0,vihsd
3288,"""thể tin đk đã có ny zùi pu thao chill""",0,vlsp
3289,"""em lười đăng thôi chứ đơn nhà em đi ầm_ầm yêu_thương nhau quá đấy mà huyền đặng""",0,vlsp
3290,no noi dua` may dua bay tuong thiet a` :)),0,vihsd
3291,cực kì thuyết phục thầy ơi,0,vihsd
3292,"""chừa chỗ hang cho cules vô trốn cùng""",0,vlsp
3293,bình dương bất tử nha,0,vihsd
3294,này là del có tí nhân phẩm nào nên nó thế :((,1,vihsd
3295,coi trể rồi cô oi,0,vihsd
3296,"""chúng_tôi chuyên mua_bán đồ thanh_lý nhà_hàng khách_sạn nhà_nghỉ nhà_xưởng cafe hàng ăn văn_phòng đồ gia_dụng công_ty nội_thất phế_liệu cn bàn ghế nhà_hàng đồ điện_tử ti_vi tủ_lạnh máy_giặt máy điều hòa bình nóng_lạnh nội_thất và ngoại_thất tủ cấp đông bàn ghế nhựa bàn ghế gỗ đồ cũ văn_phòng mua thanh_lý nhanh_chóng với giá cao nhất ai có nhu_cầu thanh_lý mua đồ cũ xin liên_hệ sđt""",0,vlsp
3297,"""áo thun thêu đắp chữ hàng qc đẹp chất đẹp form đẹp đỗ đỗ""",0,vlsp
3298,"""tằm lá dâu rang lá chanh_sạch ngon bổ rẻ và khá tốn cơm có_thể ngâm rượu uống rất tốt cho sức_khỏe nhất là đàn_ông ông uống bà khen các bác có nhu_cầu alo em nhé sđt""",0,vlsp
3299,"""tran xuan truong hoang chầu giáo_xứ hữu_vy gp thái_bình""",0,vlsp
3300,con quỷ này nó dở quá a c e  đừng nói tới nói mở miệng ra là cái đó không,0,vihsd
3301,quang nam ô nghe thấy ko hay đâu có nghĩa là bài đấy ko hay vs mọi ng,0,vihsd
3302,ai rồi cũng phải lớn thôii:)),0,vihsd
3303,cực kì thuyết phục,0,vihsd
3304,"""phương khanh khanh ftel fpt vn fpt bằng_cấp không phải thứ quan_trọng nhất xuất_phát_điểm không phải thứ quan_trọng nhất mà chính là những gì bạn đã làm được đã đóng_góp như thế_nào cho công_ty theo thời_gian đó là một trong những chia_sẻ tâm_huyết mà tgđ hoàng việt anh dành cho các tân_binh nhà_cáo tại sự_kiện fox tự_hào có tôi diễn ra ngày vừa_qua bấm vào link để tích_lũy thêm nhiều bài_học quý_giá từ_vị lãnh_đạo của chúng_ta nhé link bài viết""",0,vlsp
3305,"""thị lịch giống phó_chủ_nhiệm vl""",0,vlsp
3306,kênh chat thế giới khác,0,vihsd
3307,tiền phòng dịch nhà nước đang dùng ba nó góp thuế không ít đâu bạn.,0,vihsd
3308,"""day go fca am mưa thì mặc trời mưa bodykey ai muốn hạnh_phúc hãy hành_động ngay bằng cách tham_gia nhóm""",0,vlsp
3309,mẹ làm cx nói k làm cx nói:)) mai đại hội r đấy sủa đi:)),1,vihsd
3310,@minh hiếu hi minh hiếu ngày càng xinh đẹp ra phết,0,vihsd
3311,"""hội fa đồng_tình với quan_điểm này nhưng cô gái ấy có cần phải copy paste ko để nguồn từ cuốn sách của chị ntv lên fb để mọi người quan_tâm đến vậy ko nhỉ hài thật mình rất hứng_thú với những status copy paste của cô gái ấy thuy anh skybooks yêu một ai đó là khi bạn cảm_thấy hạnh_phúc khi bên chứ không phải là để làm vừa_lòng một ai cả trích alpha woman ngô_thanh vân cuốn sách dẫn lối thành_công cho các cô gái trẻ link đặt sách""",0,vlsp
3312,cái giá của 1 tỷ nhân dân tệ của nó !!!,0,vihsd
3313,"khi bạn thừa tiền, và ko biết làm gì cho ngầu =))))",0,vihsd
3314,không có táo mà sẽ là cái khác nhé..  không hay nên đang tiếc đây,0,vihsd
3315,có ai có fb đứa em xinh đôi của anh ba cho mình xin với,0,vihsd
3316,xin video bác,0,vihsd
3317,bút là để viết thế còn phần trên bút để làm gì nhỉ :))),0,vihsd
3318,"""quả cap rực lửa vl""",0,vlsp
3319,"""xinh vl""",0,vlsp
3320,best cà khịa,0,vihsd
3321,đây chỉ là ảnh phôttoshop thôi bị dân sống tại đo chụp lại và bóc mẽ rồi,0,vihsd
3322,"""ace nào dùng lienviet bank tương_tác tk với đi hạnh nguyễn_crazy""",0,vlsp
3323,tủnn tủnn trẩu,1,vihsd
3324,"""mờ lờ haha tuổi_trẻ tài cao vl""",0,vlsp
3325,"""new xinh may che oi suong vuong meo set áo voan hoa nhúng eo quần đũi lỡ xinh dã_man freesize dưới kg giá màu""",0,vlsp
3326,sắp tự kỉ vì quá mệt mỏi thì gặp ngay quả ảnh đéo đỡ nổi,1,vihsd
3327,"""bảo ngọc nguyễn_dm hơn tâm_thần""",1,vlsp
3328,"""mặt ngu vl""",1,vlsp
3329,thê vân tông của võ đan,0,vihsd
3330,"""đốt vl đốttttt""",0,vlsp
3331,có tâm đấy :)),0,vihsd
3332,"""tưởng mình la ông trời ko có cai_ngu nào giông cai ngu nao""",1,vlsp
3333,"thôn làm vậy là do thôn lầm, thôn lầm nên dân nó ghét, nó bật lại là thôn cái lù",1,vihsd
3334,nguyễn hoàng sơn vào mà xem này,0,vihsd
3335,"""kỷ_luật bằng hình_thức cảnh_cáo bí_thư và chủ_tịch huyện ba vì nguyễn_minh đức shared link to the group diễn_đàn nhà_báo_viết về chính_phủ và hà nội bí_thư chủ_tịch huyện ba vì bị cảnh_cáo vnexpress thành_ủy hà_nội được giao thi_hành kỷ_luật thường_vụ huyện_ủy ba vì vì những sai_phạm trong công_tác cán_bộ quản_lý sử_dụng đất""",0,vlsp
3336,thầy tự đạp đổ chén cơm chứ ai thèm cướp :) đang yên đang lành tự nhiên gáy đấy chứ :3,0,vihsd
3337,cmt nhớ mang theo não nha :'(,1,vihsd
3338,ok a trung,0,vihsd
3339,hài cấp liên thiên hà !,0,vihsd
3340,@tủn 3k  hàng f1  hàng fake loại 1 thì nói đại đi,0,vihsd
3341,"cái miệng cua con bong thuôi này chuoi ngta sẽ bị ung thu hong,lưoi miệng cực kô?",1,vihsd
3342,"""hien lam hỏ""",0,vlsp
3343,tôi bắc nek có sao,0,vihsd
3344,"""có triệu mà có ny vl tbaatj""",0,vlsp
3345,nhà toàn mãnh thú nhưng sợ dép lào :)),0,vihsd
3346,"""nó có số lưng nè anh_em nào đam_mê thì oánh đi trúng thì lộc lá ko trúng thì đừng chưởi nhé""",0,vlsp
3347,vi anh tran đã từ rất lâu rồi,0,vihsd
3348,m hieu lam mui dep qua.,0,vihsd
3349,"""tắm bùn kiểu chuất vl""",0,vlsp
3350,"lưu ý cho các thanh niên tham gia page: add (2 chữ đờ) là cộng. còn ad (1 chữ đờ thôi) mới là viết tắt của admin. có một ông viết \""add\"" cái là y rằng sau đấy cả một cồng đồng \""add\"" theo",0,vihsd
3351,"phạm vũ nói dân trí thấp lại tự ái . không biết thì ngậm con mẹ nó mồm đi , còn tinh tướng . eu là liên minh kinh tế . còn \""trời âu\"" ở đây là đang nói đến vị trí địa lý thuộc \""châu âu\"" . đéo phân biệt được \""kinh tế\"" và \""địa lý\"" à ? đúng là thùng rỗng thì kêu to.",1,vihsd
3352,không phải ai đi châu âu quay về cũng để cứu nước,0,vihsd
3353,thương hiệu cao bằng đc nâng lên 1 tầng cao mới,0,vihsd
3354,ko biết là 10.000 công nhân hay 10.000 lính @.@,0,vihsd
3355,"""vl xem chùa""",0,vlsp
3356,"""ôi rảnh vl nhỉ""",0,vlsp
3357,cô nói chn nghe phúc hậu quá,0,vihsd
3358,"""chương_trình khuyến_mãi mua tă ng nhe ae mua sa tă ng tu bô đâ treo chim sào treo chim_phục phụ ae đam_mê dài bao ship toàn_quốc và tặng thêm túi bổi sào chất_liệu inoxx ae đặt_hàng để lại sđt hoặc lh sàotreochim túibổi""",0,vlsp
3359,ok ba gà :))),0,vihsd
3360,"""xem thì xem ai thắng chả dc ấy thế_mà sai tí_xíu đem ra chửi như con liệu mày có bằng người_ta mà chửi ta ngu""",1,vlsp
3361,điểm lê giá sao,0,vihsd
3362,ông ấy muốn khóc r muốn về vn trước khi chết,0,vihsd
3363,"""tuyển_dụng lao_động thời_vụ lao_động nữ ưu_tiên học_sinh sinh_viên làm hè từ tuổi lương_cơ_bản vnd phụ_cấp vnd thu_nhập đồng kcn yên phong công_ty mobase kcn quế võ_công_ty vds kcn đình trám công_ty taeyang hỗ_trợ tìm nhà_trọ hỗ_trợ tiền xe quê xuống làm làm tuần thanh_toán lương lần cam_đoan không chậm lương liên_hệ ngay mr phong xin chân_thành được đón các bạn nguyễn_khắc phong nguyễn_thị_thu at quỳnh nhai sơn la""",0,vlsp
3364,"""cong nhan sao thay lanh vl""",0,vlsp
3365,chụp hình nét như lày thì bảo sao,0,vihsd
3366,thực ra bên nước ngoài nghỉ phép thì vẫn được nhận lương nhé ad,0,vihsd
3367,a độ có cỗ phần iphone. mà cỗ phần quan trọng nên ms lấy cảm hứng.,0,vihsd
3368,này đẹp hơn nè thầy,0,vihsd
3369,"""dep dỏ size bn""",0,vlsp
3370,cánh hoa gì lạ l.o.n zị nè nguyễn mỹ diễm,1,vihsd
3371,"chào mừng ông sắp hết nhiệm vụ gián điệp,tình báo số 1 của cộng hoà xã hội chủ nghĩa việt nam,khi nào hồi hương cháu mời ông canh chua cá lóc",0,vihsd
3372,đưa cô lên top thịnh hành nào !!!,0,vihsd
3373,cô qua nhà t,0,vihsd
3374,"chẳng biết thật sự cụ này theo phe nào, chém gió hay hồn nhiên. cơ mà thấy cụ vui vẻ cũng ngưỡng mộ =))",0,vihsd
3375,mấy th` ml,1,vihsd
3376,ok ba gà :))),0,vihsd
3377,trên bờ: tao chửi đấy mày làm đéo gì được tao :v,1,vihsd
3378,"""người tốt ít vl""",0,vlsp
3379,thât mến mộ minh hiếu ghê luôn.đây mới gọi là ng mtây thât thà chất phát,0,vihsd
3380,"""lên đồ bé trai đi""",0,vlsp
3381,nhìn mặt t xem có giống muốn đeo khẩu trang k,0,vihsd
3382,"""vkl""",0,vlsp
3383,cực kì thuyết ph......,0,vihsd
3384,"""em của ngày hôm_qua""",0,vlsp
3385,trần quốc việt haha tập dần cho quen,0,vihsd
3386,chắc điện thoại t lag thôi-..-,0,vihsd
3387,"""tú hoàng huong sau tháng nghỉ_dưỡng nay đã trở_lại mong các bác ủng_hộ mẹ cháu kiếm xiền bỉm sữa cho cháu sơn gen giá siêu iu nhé các chế đc sn đối_diện cổng khám tự_nguyện cạnh nhà_thuốc tú hương sđt""",0,vlsp
3388,mặt y như đàn ông. phẫu thuật lỗi.,0,vihsd
3389,"""chết_tiệt coment làm mất kiềm_chế vl""",0,vlsp
3390,má đọc xong cái stt mà phì cười :)) chán k biết phải nói gì với con này luôn,0,vihsd
3391,"""minhtrang nguyen trương thái thảo tuyền""",0,vlsp
3392,"""thoát chết và kiếm được mớ ngon_lành cười mới_lạ""",0,vlsp
3393,mua dép mixi ib vào đâu nhỉ :v,0,vihsd
3394,e trsi làm cái cằm nhọn quá,0,vihsd
3395,trailer nhìn kinh khủng,0,vihsd
3396,giống linh hoàng thế,0,vihsd
3397,hoàng xuân tâm chất hahaa,0,vihsd
3398,chao quoc sưtrân dân chut quôc sư sưt khoe doi dao va sông lâu trăm tuôi.,0,vihsd
3399,"""lại hợp_lý vl""",0,vlsp
3400,"""áo dây ren bèo quảng_châu chất ren có lót màu shop trân phạm thái bường tp vĩnh_long xéo trường_học vĩnh_long""",0,vlsp
3401,ờ còn m là cái con đứng dưới t đang xích haha,0,vihsd
3402,"chúc các anh các chị không phải đi bụi nhé ,hihi,sang năm em mới thi",0,vihsd
3403,quả quần chuất nhỉ,0,vihsd
3404,"tiếc ziêng là tui ngon cơm , đi chợ bình thường",0,vihsd
3405,nghe nhạc của sếp em lại tưởng em đang nghe cô dâu 8 tuổi,0,vihsd
3406,"""vì bọn nó bẩn vl""",1,vlsp
3407,anh thư mấy lần đag bú cho chồng c cũng hay cười dị á  cái giờ c thèm ổng đ’ cho c bú nữa,1,vihsd
3408,"""đức huỳnh_gặp mới vừa nè""",0,vlsp
3409,"""tk kia buồn vl""",0,vlsp
3410,đc cái xl là hay,1,vihsd
3411,thôi dmm khỏi làm đi. để dân bọn tao đi ô tô khách cũng dc.,0,vihsd
3412,ở một diễn biến cực kỳ thuyết phục,0,vihsd
3413,"""trước hay đi cũng gặp anh phụ xe như lời thớt kể ấn_tượng""",0,vlsp
3414,"""cố lên kieu ly pham is at cam thay kiet suc""",0,vlsp
3415,anh độ luôn là đẹp trai nhất <3,0,vihsd
3416,"""triệu khải hưng hẳn là cái chảo_chất vl""",0,vlsp
3417,@phuong tran kkkk,0,vihsd
3418,"fake và real vậy đi , mua gì thì tùy điều kiện mỗi người :))))",0,vihsd
3419,thằng ad page nào đúng là óc chó,1,vihsd
3420,đi phố bô sa tìm danh hài hải ngoại chưa thầy,0,vihsd
3421,"""thanh ngần dậy sớm vl""",0,vlsp
3422,"""rb sử_dụng hợp_kim nhôm nhẹ và thiết_bị đi kèm sử_dụng chất_liệu abs thân_thiện với môi_trường phiên_bản công_nghệ bluetooth kết_nối kết_nối ổn_định truyền_tải và giải_mã âm_thanh tuyệt_vời bộ giải_mã tiếng ổn mang lại âm_thanh chân_thực và rõ nét đeo lâu_dài không dễ bị rơi kết_cấu tai móc được làm từ silicon mềm_mại thảo ma""",0,vlsp
3423,mong a có đôi lời nhắn nhủ tiệp,0,vihsd
3424,"""làm gì làm tôi vẫn thuong con vk khùng khùng tôi nhất vũ_tuấn updated his tuấn""",0,vlsp
3425,vào đó từ h oke chưa ??,0,vihsd
3426,danh nguyễn anh khôi thoi mai mốt để mình t làm dc r cảm ơn m,0,vihsd
3427,"""hẹn khách tối nghen lên tiếp""",0,vlsp
3428,"nhiều đứa thấy rãnh hơi lắm, làm đủ mọi cách rình rập nhà ngta xong kiểu nó đi ăn trộm mà làm con quan nên thường la làng, nhảy đỏng chứ ko rụt đầu như bọn dân đen. nhà ngta nói chuyện mà nó cứ văng vẳng chen vào trong khi chả biết nó là ai? ở đâu? nói",0,vihsd
3429,thầy chắc hạnh phúc lắm khi mai mắn có thằng con trai dễ thương giống mẹ chứ không phải thầy :))),0,vihsd
3430,"""rẽ vl ra""",0,vlsp
3431,nhôn lùng ngôn lù,0,vihsd
3432,mua 3 game đó bao nhiêu tiền v thầy ?,0,vihsd
3433,thay co bo quan áo  mac hoai,0,vihsd
3434,"""bò đi muôn nơi khách cũng feedback mọi lúc luôn ko phụ lộc bà cho chứ ngày nào cũng ship xa nhìu vui vá tạ_diệu trang""",0,vlsp
3435,"""dương thien minh to the group tokyo baito minh vé tháng đang có rất nhiều vé free nhé book vé xách đồ siêu tiết_kiệm vé thường hạt rẻ nhất thu_mua hành_lý ký_gửi ai về nước chơi mà còn dư hành_lý hay trống hành_lý thì bán lại cho bên mình hoặc chiều mình đều mua nhé hàng_hoá bên mình tự mang lên sân_bay và check in cho các bạn xử_lý mọi thủ_tục hải_quan mọi thông_tin chi_tiết xin vui_lòng liên_hệ dương_thiên minh""",0,vlsp
3436,cô này sao trước kia ko ở vn làm youtuber thánh chửi là dc mn yêu mến rồi,0,vihsd
3437,nguyễn thịnh quái vật 8 đầu dú,0,vihsd
3438,video này nằm trong tập bn v ông,0,vihsd
3439,sao mọi người không ai đuổi tụi nó đi ?,0,vihsd
3440,"""con này xấu trai vl""",1,vlsp
3441,ngọc quang haha,0,vihsd
3442,"""buồn với văn_hoá của người việt hở ra cái là động tay động chân""",0,vlsp
3443,"""  to the group chợ_trời nhật việt  có ít đồ sale nốt nghỉ bán pizama bra baggy babydoll cv xếp li cv bò đồ tt nam mn vô ủng_hộ nha""",0,vlsp
3444,"""giống anh anh vl""",0,vlsp
3445,"""công toàn vl nựng""",0,vlsp
3446,":d em hnay mới biết đến page, à may thay đọc được bài ghim này, càm thấy là cần phải like page ngay và luôn :))). và có 1 điều e thắc mắc mong ad có thể tl dùm ạ : các ad chủ yếu là gái hay trai ạ? em xin hết.",0,vihsd
3447,"""toàn đỗ giống vl""",0,vlsp
3448,"""ngon bổ rẻ là đây set sivanna colora ultimate essentials thái lan bảng má hồng bảng_màu mắt_cọ tán cả set đc để trong hộp như hộp quà cực_kỳ xinh và sang set này đứt hàng đã tháng rồi vừa_mới ra là sold out toàn bhaha đợt này cũng chỉ ra số_lượng hạn_chế khách nhanh tay vì ko có nhìu để gom đâu_đó nghen set thôi thư thư""",0,vlsp
3449,cô dễ thương quá à kkk,0,vihsd
3450,"""tuấn an nguyễn_hài vl""",0,vlsp
3451,dung junn khúc cuối thì đống chân như bạch tuộc đó là râu đó b. có 2 tay 2 chân. mấy con quái bé bu vô râu của con quái lớn ;)),0,vihsd
3452,"""tháng lim móm hóng tv chuẩn vl""",0,vlsp
3453,"tại sao có nhiều người, không phải chê mà là chửi :",0,vihsd
3454,"sao nhiều người lgbt, khoe khoan, nói tục chửi thề nhìn ghét vl mà sao xem mh nhìn dễ thương chân chất thật :))",0,vihsd
3455,"""khó_khăn qá về nhà nhé có chờ ngxungdang văn_trân trân is listening to người em tìm_kiếm min""",0,vlsp
3456,stream hôm qua à a,0,vihsd
3457,tổ lái,0,vihsd
3458,:((((,0,vihsd
3459,catherine yangyến đỗ a thề là a ứ có bệnh nha. cho a về đi,0,vihsd
3460,"""trang tự_tin thu hương nguyễn_quỳnhanh""",0,vlsp
3461,"""sợ quá nè chị em thích làm_đẹp thì ko thể thiếu mặt_nạ nên tìm những nơi uy_tín có nguồn_gốc rõ_ràng hiểu công_dụng tác_dụng sản_phẩm cẩn_thận vs những sp rẻ_tiền mà tác_dụng trắng sáng liền chị nào đang sd mặt_nạ hoặc đang quan_tâm đến thì đừng bỏ lỡ xem clip này nha ngoài_ra clip còn nói về mặt_nạ chị_em tự làm tại nhà bằng những nguyên_liệu không bao_bì ko rõ nguồn_gốc chưa có chỉ_định hay nguyên_liệu rõ_ràng thvl lời cảnh_báo kỳ_dị_ứng ngộ_độc máu vì mặt_nạ làm_đẹp giá rẻ mọi đóng_góp để chương_trình hoàn_thiện hơn vui_lòng liên_hệ website subscribe""",0,vlsp
3462,qua 8/3 rồii mua làm gì nx ad,0,vihsd
3463,"nguyễn đình hảo được bài hồng nhan trên 100tr view còn bài bp với sg chẳng lẽ k cần beat , jack nó kết hợp với hoaprox đéo nghe đc gì",1,vihsd
3464,bác dẩn rất vui vẻ chúc bác khỏe trẻ mãi không già,0,vihsd
3465,nghe nha chị cứu nhân độ thế nha  nha nhớ nha,0,vihsd
3466,ông này là ai vậy mn?? chờiii má kbt gì luôn =))),0,vihsd
3467,"""dạ em chào chị chị vui_lòng kiểm_tra tin nhắn bên em sẽ tư_vấn kỹ hơn cho chị""",0,vlsp
3468,"""hãy lấy liv làm động_lực dù cơ_hội nhỏ_nhoi nhất bạn cũng phải nắm lấy tớ đây bán cà_phê khoan giếng viết báo chơi tất_vậy mà đủ ăn chứ thiếu nhậu""",0,vlsp
3469,nông tuấn anh rồi lây corona luôn ?,0,vihsd
3470,osaka hôm bữa có đi biểu tình hơm :)),0,vihsd
3471,dễ thương!!!,0,vihsd
3472,hà thu phương hay lắm :)),0,vihsd
3473,"""sỡ kiếm anh nói cái lồn thế đm auturo messi stergen đến sergio hôm_qua đá hay vãi lồn đm thằng nào ngu ngu thằng lồn""",1,vlsp
3474,việt nam vô địch,0,vihsd
3475,hóng chuyển động 24h hỏi mục đích :)),0,vihsd
3476,anh lớn sau này chắc không trông em mà sẽ xem mèo tôm,0,vihsd
3477,"chinh lee mùa dịch khó kiếm show, thử lần biết đâu sau này đời lên hương bạn eii",0,vihsd
3478,ba cát lượng mới phải chứ thầy,0,vihsd
3479,phạm văn đại đjs :v,1,vihsd
3480,"""lam hong dth phết""",0,vlsp
3481,huy engraving xin video vs bn ơi,0,vihsd
3482,"""thời_trang công_sở mello hải phòng tuyển gấp nhân_viên nữ bán hàng đi làm ngay cả ngày lkđ tr tr ngày nghỉ tháng doanh_thu không nghỉ đc cộng hai ngày lương lễ tết có thưởng chế_độ như nhà_nước nhanh_nhẹn ưa_nhìn ngoan thật_thà chưa có kinh_nghiệm được đào_tạo bộ hs đầy_đủ cmt có_thể bổ_sung hồ_sơ sau nguyễn_đức cảnh hải phòng lh""",0,vlsp
3483,"""lê_hữu tài lê_hữu tài""",0,vlsp
3484,nếu bảo chủ tịch mặt như l... thì ?????,1,vihsd
3485,"""hàng số hình số là son hada labo của rohto nguyễn_thị ngọc_hiệp hien le nguyen kim""",0,vlsp
3486,"""kính bầu_hot_hit sỉ lẻ""",0,vlsp
3487,"""ngốc su lần sau bố đeo bấm còi""",0,vlsp
3488,giống g-dragon như hai giọt nước. khác mỗi cái mặt,0,vihsd
3489,"nguy hiểm , vì chút lợi nhuận trước mắt mà hủy hoại môi trường thành vùng đất chết ngày càng rộng ...",0,vihsd
3490,t ở trong ngõ 82 luôn mà chưa bh gặp =))),0,vihsd
3491,"""bông_tai bạc ta gias phía dưới lan lan nguyen""",0,vlsp
3492,việt nam vô địch :)),0,vihsd
